session_date,symbol,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,exit_month_et,cumulative_pnl_dollars
2025-11-11,MGC,1,-423.57142857144936,-8.471428571428987,-423.57142857144936,0.0,2025-11,19820.24999999999
2025-11-11,MYM,2,573.125,229.25,286.5625,100.0,2025-11,3220.2232142857065
2025-11-11,NQ,2,905.0,90.5,452.5,50.0,2025-11,11854.383928571442
2025-11-12,MES,1,-247.5446428571331,-9.901785714285325,-247.5446428571331,0.0,2025-11,5421.0714285714175
2025-11-12,MGC,5,1313.1250000000819,26.262500000001637,262.62500000001637,60.0,2025-11,21133.37500000007
2025-11-12,MYM,1,-194.375,-77.75,-194.375,0.0,2025-11,3025.8482142857065
2025-11-12,NQ,2,3312.5,331.25,1656.25,100.0,2025-11,15166.883928571442
2025-11-13,MES,3,449.73214285714675,17.98928571428587,149.91071428571558,66.66666666666666,2025-11,5870.803571428564
2025-11-13,NQ,4,1890.0,189.0,472.5,75.0,2025-11,17056.883928571442
2025-11-16,MES,1,987.5,39.5,987.5,100.0,2025-11,6858.303571428564
2025-11-16,MYM,2,17.23214285713769,6.892857142855064,8.616071428568844,50.0,2025-11,3043.080357142844
2025-11-17,MES,2,2354.062500000009,94.16250000000036,1177.0312500000045,100.0,2025-11,9212.366071428572
2025-11-17,MGC,2,1009.9999999999908,20.199999999999815,504.9999999999954,50.0,2025-11,22143.37500000006
2025-11-17,MYM,3,203.91071428572104,81.56428571428842,67.97023809524035,66.66666666666666,2025-11,3246.991071428565
2025-11-17,NQ,4,7481.107142857145,748.1107142857145,1870.2767857142862,100.0,2025-11,24537.991071428587
2025-11-18,MYM,3,208.125,83.25,69.375,33.33333333333333,2025-11,3455.116071428565
2025-11-18,NQ,2,792.5,79.25,396.25,50.0,2025-11,25330.491071428587
2025-11-19,MES,1,-834.4866071428669,-33.379464285714675,-834.4866071428669,0.0,2025-11,8377.879464285706
2025-11-19,MGC,4,1250.0000000000227,25.000000000000455,312.5000000000057,50.0,2025-11,23393.375000000084
2025-11-19,NQ,1,1675.0,167.5,1675.0,100.0,2025-11,27005.491071428587
2025-11-20,MES,2,256.25,10.25,128.125,50.0,2025-11,8634.129464285706
2025-11-20,MGC,2,-895.9999999999809,-17.919999999999618,-447.99999999999045,0.0,2025-11,22497.375000000102
2025-11-20,NQ,3,82.16071428570967,8.216071428571013,27.386904761903224,33.33333333333333,2025-11,27087.651785714297
2025-11-23,MGC,2,-837.1964285714284,-16.74392857142857,-418.5982142857142,0.0,2025-11,21660.178571428674
2025-11-25,MES,1,-237.5,-9.5,-237.5,0.0,2025-11,8396.629464285706
2025-11-25,MGC,3,1300.6607142856865,26.01321428571373,433.5535714285622,66.66666666666666,2025-11,22960.83928571436
2025-11-26,MGC,3,946.2857142857047,18.925714285714093,315.4285714285682,66.66666666666666,2025-11,23907.125000000065
2025-11-26,NQ,1,-272.5,-27.25,-272.5,0.0,2025-11,26815.151785714297
2025-11-27,MES,1,-256.25,-10.25,-256.25,0.0,2025-11,8140.3794642857065
2025-11-27,MYM,2,570.625,228.25,285.3125,100.0,2025-11,4025.741071428565
2025-11-27,NQ,1,-250.0,-25.0,-250.0,0.0,2025-11,26565.151785714297
2025-11-30,MGC,2,39.017857142926005,0.7803571428585201,19.508928571463002,50.0,2025-11,23946.14285714299
2025-12-01,NQ,2,477.5,47.75,238.75,50.0,2025-12,27042.651785714297
2025-12-02,MES,1,-237.5,-9.5,-237.5,0.0,2025-12,7902.8794642857065
2025-12-02,MGC,3,-58.33928571432807,-1.1667857142865614,-19.44642857144269,33.33333333333333,2025-12,23887.803571428663
2025-12-02,MYM,1,-186.875,-74.75,-186.875,0.0,2025-12,3838.866071428565
2025-12-02,NQ,1,-215.5803571428623,-21.55803571428623,-215.5803571428623,0.0,2025-12,26827.071428571435
2025-12-03,MES,1,-262.5,-10.5,-262.5,0.0,2025-12,7640.3794642857065
2025-12-03,MYM,2,190.0,76.0,95.0,50.0,2025-12,4028.866071428565
2025-12-04,MES,1,-281.25,-11.25,-281.25,0.0,2025-12,7359.1294642857065
2025-12-04,MGC,3,1735.0714285714275,34.70142857142855,578.3571428571425,66.66666666666666,2025-12,25622.87500000009
2025-12-04,NQ,2,915.0,91.5,457.5,100.0,2025-12,27742.071428571435
2025-12-07,MES,1,-243.75,-9.75,-243.75,0.0,2025-12,7115.3794642857065
2025-12-07,NQ,2,260.0,26.0,130.0,50.0,2025-12,28002.071428571435
2025-12-09,NQ,2,315.0,31.5,157.5,50.0,2025-12,28317.071428571435
2025-12-10,MGC,1,-297.14285714285325,-5.942857142857065,-297.14285714285325,0.0,2025-12,25325.732142857236
2025-12-10,MYM,1,187.5,75.0,187.5,100.0,2025-12,4216.366071428565
2025-12-11,MES,1,-256.25,-10.25,-256.25,0.0,2025-12,6859.1294642857065
2025-12-11,MGC,2,365.0000000000091,7.300000000000182,182.50000000000455,50.0,2025-12,25690.732142857247
2025-12-11,MYM,2,2250.625,900.25,1125.3125,50.0,2025-12,6466.991071428565
2025-12-14,MGC,2,475.0,9.5,237.5,50.0,2025-12,26165.732142857247
2025-12-14,MYM,1,-234.375,-93.75,-234.375,0.0,2025-12,6232.616071428565
2025-12-14,NQ,1,512.5,51.25,512.5,100.0,2025-12,28829.571428571435
2025-12-15,MES,1,-256.25,-10.25,-256.25,0.0,2025-12,6602.8794642857065
2025-12-15,NQ,1,2805.0,280.5,2805.0,100.0,2025-12,31634.571428571435
2025-12-16,MES,2,300.0,12.0,150.0,50.0,2025-12,6902.8794642857065
2025-12-17,MES,1,-285.7812499999909,-11.431249999999636,-285.7812499999909,0.0,2025-12,6617.098214285716
2025-12-17,NQ,1,-1843.142857142848,-184.3142857142848,-1843.142857142848,0.0,2025-12,29791.428571428587
2025-12-21,MGC,2,1214.9999999999636,24.299999999999272,607.4999999999818,100.0,2025-12,27380.73214285721
2025-12-21,MYM,2,658.125,263.25,329.0625,100.0,2025-12,6890.741071428565
2025-12-21,NQ,3,25.0,2.5,8.333333333333334,33.33333333333333,2025-12,29816.428571428587
2025-12-22,MGC,2,-561.6071428571558,-11.232142857143117,-280.8035714285779,0.0,2025-12,26819.125000000055
2025-12-25,MGC,2,2826.892857142775,56.5378571428555,1413.4464285713875,100.0,2025-12,29646.01785714283
2025-12-25,MYM,1,-196.875,-78.75,-196.875,0.0,2025-12,6693.866071428565
2025-12-30,MGC,1,-355.33928571430806,-7.106785714286161,-355.33928571430806,0.0,2025-12,29290.67857142852
2026-01-01,MES,2,256.25,10.25,128.125,50.0,2026-01,6873.348214285716
2026-01-01,MGC,3,1426.5535714286216,28.53107142857243,475.5178571428739,66.66666666666666,2026-01,30717.23214285714
2026-01-01,MYM,3,33.125,13.25,11.041666666666666,33.33333333333333,2026-01,6726.991071428565
2026-01-01,NQ,3,1120.0,112.0,373.3333333333333,66.66666666666666,2026-01,30936.428571428587
2026-01-04,MES,2,1312.5,52.5,656.25,100.0,2026-01,8185.848214285716
2026-01-05,MES,2,0.0,0.0,0.0,50.0,2026-01,8185.848214285716
2026-01-05,MGC,5,139.5892857142371,2.7917857142847424,27.917857142847417,40.0,2026-01,30856.82142857138
2026-01-05,MYM,1,-199.375,-79.75,-199.375,0.0,2026-01,6527.616071428565
2026-01-06,MYM,1,-194.375,-77.75,-194.375,0.0,2026-01,6333.241071428565
2026-01-08,MGC,4,669.9999999999818,13.399999999999636,167.49999999999545,50.0,2026-01,31526.821428571362
2026-01-11,MGC,2,-780.1964285714348,-15.603928571428696,-390.0982142857174,0.0,2026-01,30746.624999999927
2026-01-12,MES,1,531.25,21.25,531.25,100.0,2026-01,8717.098214285716
2026-01-12,MYM,2,673.125,269.25,336.5625,100.0,2026-01,7006.366071428565
2026-01-12,NQ,2,277.5,27.75,138.75,50.0,2026-01,31213.928571428587
2026-01-13,MGC,5,937.535714285741,18.75071428571482,187.5071428571482,60.0,2026-01,31684.160714285666
2026-01-14,MES,2,1268.75,50.75,634.375,100.0,2026-01,9985.848214285716
2026-01-14,MYM,2,190.0,76.0,95.0,50.0,2026-01,7196.366071428565
2026-01-15,MES,2,-6.25,-0.25,-3.125,50.0,2026-01,9979.598214285716
2026-01-15,MGC,1,-270.9285714286125,-5.41857142857225,-270.9285714286125,0.0,2026-01,31413.232142857054
2026-01-15,NQ,2,262.5,26.25,131.25,50.0,2026-01,31476.428571428587
2026-01-18,MGC,2,304.9999999999727,6.099999999999454,152.49999999998636,50.0,2026-01,31718.23214285703
2026-01-18,NQ,4,1105.0,110.5,276.25,50.0,2026-01,32581.428571428587
2026-01-19,MES,6,1812.5,72.5,302.0833333333333,83.33333333333334,2026-01,11792.098214285716
2026-01-19,MGC,3,-111.85714285711583,-2.2371428571423166,-37.285714285705275,33.33333333333333,2026-01,31606.374999999913
2026-01-19,MYM,3,33.125,13.25,11.041666666666666,33.33333333333333,2026-01,7229.491071428565
2026-01-19,NQ,3,647.5,64.75,215.83333333333334,66.66666666666666,2026-01,33228.92857142859
2026-01-20,MES,2,325.0,13.0,162.5,50.0,2026-01,12117.098214285716
2026-01-20,MGC,3,9259.99999999999,185.19999999999982,3086.666666666664,66.66666666666666,2026-01,40866.3749999999
2026-01-20,NQ,1,0.0,0.0,0.0,0.0,2026-01,33228.92857142859
2026-01-21,MGC,2,-1000.2500000000509,-20.00500000000102,-500.12500000002547,0.0,2026-01,39866.124999999854
2026-01-22,MGC,2,240.0000000000091,4.800000000000182,120.00000000000455,50.0,2026-01,40106.12499999986
2026-01-22,MYM,1,-221.875,-88.75,-221.875,0.0,2026-01,7007.616071428565
2026-01-25,MGC,2,-390.0000000000091,-7.800000000000182,-195.00000000000455,0.0,2026-01,39716.124999999854
2026-01-25,NQ,3,-135.0,-13.5,-45.0,33.33333333333333,2026-01,33093.92857142859
2026-01-26,MES,2,768.75,30.75,384.375,100.0,2026-01,12885.848214285716
2026-01-26,MGC,2,679.9999999999727,13.599999999999454,339.99999999998636,50.0,2026-01,40396.124999999825
2026-01-26,MYM,2,212.5,85.0,106.25,50.0,2026-01,7220.116071428565
2026-01-26,NQ,4,1432.5,143.25,358.125,75.0,2026-01,34526.42857142859
2026-01-27,MES,2,268.75,10.75,134.375,50.0,2026-01,13154.598214285716
2026-01-27,MGC,4,4655.000000000018,93.10000000000036,1163.7500000000045,75.0,2026-01,45051.12499999984
2026-01-27,NQ,4,214.4821428571595,21.44821428571595,53.62053571428987,50.0,2026-01,34740.91071428575
2026-01-28,MES,2,250.0,10.0,125.0,50.0,2026-01,13404.598214285716
2026-01-28,MGC,2,4322.357142857209,86.44714285714417,2161.1785714286043,100.0,2026-01,49373.48214285705
2026-01-28,MYM,1,-398.58928571427896,-159.43571428571158,-398.58928571427896,0.0,2026-01,6821.526785714286
2026-01-28,NQ,2,355.0,35.5,177.5,50.0,2026-01,35095.91071428575
2026-01-29,MYM,3,423.125,169.25,141.04166666666666,66.66666666666666,2026-01,7244.651785714286
2026-02-01,MES,2,1406.25,56.25,703.125,100.0,2026-02,14810.848214285716
2026-02-01,MGC,1,4030.000000000018,80.60000000000036,4030.000000000018,100.0,2026-02,53403.48214285707
2026-02-01,MYM,2,755.0,302.0,377.5,100.0,2026-02,7999.651785714286
2026-02-01,NQ,2,2467.5,246.75,1233.75,100.0,2026-02,37563.41071428575
2026-02-02,MES,2,250.0,10.0,125.0,50.0,2026-02,15060.848214285716
2026-02-02,MGC,1,0.0,0.0,0.0,0.0,2026-02,53403.48214285707
2026-02-02,MYM,1,-185.0,-74.0,-185.0,0.0,2026-02,7814.651785714286
2026-02-02,NQ,2,-580.0,-58.0,-290.0,0.0,2026-02,36983.41071428575
2026-02-03,MGC,2,1369.9999999999818,27.399999999999636,684.9999999999909,50.0,2026-02,54773.48214285705
2026-02-03,MYM,2,185.0,74.0,92.5,50.0,2026-02,7999.651785714286
2026-02-03,NQ,1,2070.0,207.0,2070.0,100.0,2026-02,39053.41071428575
2026-02-04,MES,2,-761.7857142857247,-30.471428571428987,-380.89285714286234,0.0,2026-02,14299.06249999999
2026-02-04,MGC,4,3120.0000000000273,62.400000000000546,780.0000000000068,50.0,2026-02,57893.48214285708
2026-02-04,MYM,1,-221.875,-88.75,-221.875,0.0,2026-02,7777.776785714286
2026-02-04,NQ,2,2214.9375000000146,221.49375000000146,1107.4687500000073,50.0,2026-02,41268.34821428576
2026-02-05,MES,1,-496.4285714285779,-19.857142857143117,-496.4285714285779,0.0,2026-02,13802.633928571413
2026-02-05,NQ,1,-724.1339285714275,-72.41339285714275,-724.1339285714275,0.0,2026-02,40544.21428571433
2026-02-09,MES,2,243.75,9.75,121.875,50.0,2026-02,14046.383928571413
2026-02-09,MGC,1,-279.55357142855064,-5.591071428571013,-279.55357142855064,0.0,2026-02,57613.92857142853
2026-02-09,MYM,1,-189.375,-75.75,-189.375,0.0,2026-02,7588.401785714286
2026-02-10,MGC,1,-181.51785714285325,-3.630357142857065,-181.51785714285325,0.0,2026-02,57432.410714285674
2026-02-10,MYM,1,-189.375,-75.75,-189.375,0.0,2026-02,7399.026785714286
2026-02-10,NQ,2,255.0,25.5,127.5,50.0,2026-02,40799.21428571433
2026-02-11,MES,2,250.0,10.0,125.0,50.0,2026-02,14296.383928571413
2026-02-11,MYM,1,267.5,107.0,267.5,100.0,2026-02,7666.526785714286
2026-02-11,NQ,1,782.5,78.25,782.5,100.0,2026-02,41581.71428571433
2026-02-12,MES,3,1306.25,52.25,435.4166666666667,100.0,2026-02,15602.633928571413
2026-02-12,NQ,3,2010.9999999999854,201.09999999999854,670.3333333333285,66.66666666666666,2026-02,43592.71428571432
2026-02-15,MES,2,-754.2187499999955,-30.168749999999815,-377.1093749999977,0.0,2026-02,14848.415178571417
2026-02-15,MGC,2,600.0,12.0,300.0,50.0,2026-02,58032.410714285674
2026-02-15,MYM,2,200.0,80.0,100.0,50.0,2026-02,7866.526785714286
2026-02-16,MGC,2,-964.5892857143281,-19.29178571428656,-482.29464285716404,0.0,2026-02,57067.82142857135
2026-02-16,NQ,2,-1513.892857142855,-151.3892857142855,-756.9464285714275,0.0,2026-02,42078.821428571464
2026-02-18,MES,4,343.75,13.75,85.9375,50.0,2026-02,15192.165178571417
2026-02-18,MYM,2,227.5,91.0,113.75,50.0,2026-02,8094.026785714286
2026-02-18,NQ,2,482.5,48.25,241.25,50.0,2026-02,42561.321428571464
2026-02-22,MES,2,-537.5,-21.5,-268.75,0.0,2026-02,14654.665178571417
2026-02-22,MGC,2,-767.803571428567,-15.35607142857134,-383.9017857142835,0.0,2026-02,56300.01785714278
2026-02-22,MYM,1,-191.875,-76.75,-191.875,0.0,2026-02,7902.151785714286
2026-02-22,NQ,3,-975.0,-97.5,-325.0,0.0,2026-02,41586.321428571464
2026-02-23,MES,2,262.5,10.5,131.25,50.0,2026-02,14917.165178571417
2026-02-23,MYM,1,-356.38392857143117,-142.55357142857247,-356.38392857143117,0.0,2026-02,7545.767857142855
2026-02-23,NQ,2,420.0,42.0,210.0,50.0,2026-02,42006.321428571464
2026-02-24,MGC,2,790.0000000000091,15.800000000000182,395.00000000000455,50.0,2026-02,57090.01785714279
2026-02-24,NQ,2,3170.0,317.0,1585.0,100.0,2026-02,45176.321428571464
2026-02-25,MGC,3,-88.73214285713402,-1.7746428571426804,-29.577380952378007,33.33333333333333,2026-02,57001.28571428565
2026-02-25,NQ,2,-498.4375,-49.84375,-249.21875,0.0,2026-02,44677.883928571464
2026-02-26,MYM,1,-311.00000000000364,-124.40000000000146,-311.00000000000364,0.0,2026-02,7234.767857142851
2026-03-01,MES,3,403.52678571427987,16.141071428571195,134.50892857142662,66.66666666666666,2026-03,15320.691964285697
2026-03-01,MYM,3,527.3571428571267,210.9428571428507,175.7857142857089,66.66666666666666,2026-03,7762.124999999978
2026-03-01,NQ,3,1427.2678571428332,142.72678571428332,475.7559523809444,66.66666666666666,2026-03,46105.1517857143
2026-03-02,MES,2,293.75,11.75,146.875,50.0,2026-03,15614.441964285697
2026-03-02,MGC,2,-1282.5357142857229,-25.650714285714457,-641.2678571428614,0.0,2026-03,55718.74999999993
2026-03-02,MYM,2,185.0,74.0,92.5,50.0,2026-03,7947.124999999978
2026-03-02,NQ,2,460.0,46.0,230.0,50.0,2026-03,46565.1517857143
2026-03-03,MCL,1,-403.9107142857219,-0.8078214285714438,-403.9107142857219,0.0,2026-03,-403.9107142857219
2026-03-03,NQ,3,345.0,34.5,115.0,33.33333333333333,2026-03,46910.1517857143
2026-03-04,MGC,3,-505.12500000004366,-10.102500000000873,-168.37500000001455,33.33333333333333,2026-03,55213.62499999988
2026-03-04,MYM,3,1361.1428571428405,544.4571428571362,453.71428571428015,66.66666666666666,2026-03,9308.267857142819
2026-03-05,MCL,2,1749.60714285713,3.4992142857142596,874.803571428565,100.0,2026-03,1345.696428571408
2026-03-05,MES,1,-337.5,-13.5,-337.5,0.0,2026-03,15276.941964285697
2026-03-05,MGC,2,1194.9999999999818,23.899999999999636,597.4999999999909,50.0,2026-03,56408.62499999987
2026-03-05,MYM,1,-186.875,-74.75,-186.875,0.0,2026-03,9121.392857142819
2026-03-05,NQ,2,-671.6339285714275,-67.16339285714275,-335.81696428571377,0.0,2026-03,46238.51785714287
2026-03-08,MCL,1,-2653.053571428572,-5.306107142857144,-2653.053571428572,0.0,2026-03,-1307.357142857164
2026-03-08,MES,3,150.71428571427532,6.028571428571013,50.23809523809177,33.33333333333333,2026-03,15427.656249999973
2026-03-08,MGC,1,-968.4999999999944,-19.36999999999989,-968.4999999999944,0.0,2026-03,55440.124999999876
2026-03-08,MYM,2,-515.9821428571377,-206.39285714285506,-257.99107142856883,0.0,2026-03,8605.410714285681
2026-03-08,NQ,3,251.93749999998545,25.193749999998545,83.97916666666181,33.33333333333333,2026-03,46490.455357142855
2026-03-10,MCL,2,665.0000000000063,1.3300000000000125,332.5000000000031,50.0,2026-03,-642.3571428571578
2026-03-10,MES,2,287.5,11.5,143.75,50.0,2026-03,15715.156249999973
2026-03-10,MYM,3,-300.2053571428587,-120.08214285714348,-100.0684523809529,33.33333333333333,2026-03,8305.205357142822
2026-03-10,NQ,2,277.5,27.75,138.75,50.0,2026-03,46767.955357142855
2026-03-11,MCL,2,-1519.9821428571383,-3.0399642857142766,-759.9910714285692,0.0,2026-03,-2162.3392857142962
2026-03-11,MES,2,3184.062499999982,127.36249999999927,1592.031249999991,100.0,2026-03,18899.218749999956
2026-03-11,MGC,5,4012.321428571522,80.24642857143044,802.4642857143044,80.0,2026-03,59452.4464285714
2026-03-11,MYM,2,-11.767857142858702,-4.707142857143481,-5.883928571429351,50.0,2026-03,8293.437499999964
2026-03-12,MCL,1,-428.49999999999966,-0.8569999999999993,-428.49999999999966,0.0,2026-03,-2590.839285714296
2026-03-12,MES,3,-25.0,-1.0,-8.333333333333334,33.33333333333333,2026-03,18874.218749999956
2026-03-12,MGC,4,4231.589285714244,84.63178571428489,1057.897321428561,75.0,2026-03,63684.03571428564
2026-03-12,MYM,2,222.5,89.0,111.25,50.0,2026-03,8515.937499999964
2026-03-12,NQ,3,3447.866071428543,344.78660714285434,1149.288690476181,66.66666666666666,2026-03,50215.8214285714
2026-03-15,MCL,1,-357.6428571428636,-0.7152857142857272,-357.6428571428636,0.0,2026-03,-2948.4821428571595
2026-03-15,MES,1,-268.75,-10.75,-268.75,0.0,2026-03,18605.468749999956
2026-03-15,MGC,2,1533.6071428571815,30.672142857143633,766.8035714285908,50.0,2026-03,65217.642857142826
2026-03-15,NQ,1,-326.9642857142753,-32.69642857142753,-326.9642857142753,0.0,2026-03,49888.85714285712
2026-03-16,MES,1,-256.1383928571331,-10.245535714285325,-256.1383928571331,0.0,2026-03,18349.330357142822
2026-03-16,MYM,1,-224.375,-89.75,-224.375,0.0,2026-03,8291.562499999964
2026-03-16,NQ,1,-444.9017857142826,-44.49017857142826,-444.9017857142826,0.0,2026-03,49443.95535714284
2026-03-17,MES,3,1146.4955357142799,45.859821428571195,382.1651785714266,66.66666666666666,2026-03,19495.8258928571
2026-03-17,MGC,3,-2449.178571428638,-48.98357142857276,-816.3928571428793,0.0,2026-03,62768.46428571419
2026-03-17,MYM,2,1647.5,659.0,823.75,100.0,2026-03,9939.062499999964
2026-03-17,NQ,3,1071.8482142856737,107.18482142856736,357.2827380952246,66.66666666666666,2026-03,50515.803571428514
2026-03-18,MES,2,325.0,13.0,162.5,50.0,2026-03,19820.8258928571
2026-03-18,MGC,1,970.0000000000272,19.400000000000546,970.0000000000272,100.0,2026-03,63738.46428571421
2026-03-18,MYM,4,-491.00000000000364,-196.40000000000146,-122.75000000000091,25.0,2026-03,9448.06249999996
2026-03-18,NQ,2,-1628.258928571413,-162.8258928571413,-814.1294642857065,0.0,2026-03,48887.5446428571
2026-03-19,MGC,1,16245.000000000027,324.90000000000055,16245.000000000027,100.0,2026-03,79983.46428571423
2026-03-19,NQ,3,471.2232142857101,47.12232142857101,157.07440476190337,66.66666666666666,2026-03,49358.76785714281
2026-03-22,MCL,1,-758.9107142857188,-1.5178214285714375,-758.9107142857188,0.0,2026-03,-3707.392857142878
2026-03-22,MES,3,193.75,7.75,64.58333333333333,33.33333333333333,2026-03,20014.5758928571
2026-03-22,MGC,2,10719.500000000016,214.39000000000033,5359.750000000008,100.0,2026-03,90702.96428571426
2026-03-22,MYM,3,258.5625000000073,103.42500000000292,86.18750000000243,66.66666666666666,2026-03,9706.624999999967
2026-03-22,NQ,3,-251.74107142855064,-25.174107142855064,-83.91369047618355,33.33333333333333,2026-03,49107.02678571426
2026-03-23,MES,1,-281.80803571428896,-11.272321428571558,-281.80803571428896,0.0,2026-03,19732.76785714281
2026-03-24,MCL,1,-310.64285714285944,-0.6212857142857189,-310.64285714285944,0.0,2026-03,-4018.0357142857374
2026-03-25,MES,3,-231.11607142857338,-9.244642857142935,-77.03869047619112,33.33333333333333,2026-03,19501.65178571424
2026-03-25,MGC,1,-837.0357142857301,-16.740714285714603,-837.0357142857301,0.0,2026-03,89865.92857142852
2026-03-25,MYM,1,-189.375,-75.75,-189.375,0.0,2026-03,9517.249999999967
