side,setup_type,bridge_type,setup_tier,entry_variant,planned_entry_price,planned_stop_price,planned_target_price,partial_target_price,runner_target_price,stop_points,tp_points,planned_rr,entry_price,exit_price,realized_points,realized_dollars_5_mnq,return_pct,entry_time_et_naive,exit_time_et_naive,entry_month_et,exit_month_et,planned_target_dollars_10_mnq,report_contracts,entry_time_et,exit_time_et,calendar_exit_date_et,exit_apex_session_date,gross_pnl_dollars_dynamic,gross_pnl_dollars_5_mnq,gross_pnl_dollars_10_mnq
SHORT,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,24593.0,24648.87232142857,24352.0,24537.12767857143,24352.0,55.87232142857101,241.0,4.313405883951004,24597.75,24597.75,0.0,0.0,-0.0,2026-03-03 23:20:00,2026-03-04 02:24:00,2026-03,2026-03,4820.0,3,2026-03-03 23:20:00,2026-03-04 02:24:00,2026-03-04,2026-03-03,0.0,0.0,0.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,25109.75,25084.75,25250.0,25134.75,25250.0,25.0,140.25,5.61,25108.0,25084.75,-23.25,-232.5,-0.0009259996813764,2026-03-05 21:16:00,2026-03-05 21:51:00,2026-03,2026-03,2805.0,3,2026-03-05 21:16:00,2026-03-05 21:51:00,2026-03-05,2026-03-05,-139.5,-232.5,-465.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,25076.5,25049.283035714285,25165.0,25103.716964285715,25165.0,27.21696428571522,88.5,3.251648459797152,25075.5,25103.25,27.75,277.5,0.0011066578931626,2026-03-10 21:15:00,2026-03-10 23:35:00,2026-03,2026-03,1770.0,3,2026-03-10 21:15:00,2026-03-10 23:35:00,2026-03-10,2026-03-10,166.5,277.5,555.0
LONG,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,25076.5,25049.283035714285,25165.0,25103.716964285715,25165.0,27.21696428571522,88.5,3.251648459797152,25075.5,25075.5,0.0,0.0,0.0,2026-03-10 21:15:00,2026-03-11 01:08:00,2026-03,2026-03,1770.0,3,2026-03-10 21:15:00,2026-03-11 01:08:00,2026-03-11,2026-03-10,0.0,0.0,0.0
SHORT,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,24493.0,24525.696428571428,24333.75,24462.303571428572,24333.75,32.69642857142753,159.25,4.870562534134508,24493.0,24525.696428571428,-32.69642857142753,-326.9642857142753,-0.0013349295133886,2026-03-15 21:11:00,2026-03-15 23:49:00,2026-03,2026-03,3185.0,3,2026-03-15 21:11:00,2026-03-15 23:49:00,2026-03-15,2026-03-15,-196.1785714285652,-326.9642857142753,-653.9285714285506
SHORT,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,24555.25,24582.0,24300.0,24532.0,24300.0,26.75,255.25,9.542056074766355,24555.5,24582.0,-26.5,-265.0,-0.0010791879619638,2026-03-19 03:56:00,2026-03-19 04:00:00,2026-03,2026-03,5105.0,10,2026-03-19 03:56:00,2026-03-19 04:00:00,2026-03-19,2026-03-18,-530.0,-265.0,-530.0
SHORT,LONDON_CONTINUATION,MSS,A,PULLBACK_1M,24192.75,24290.657142857144,23806.0,24094.842857142856,23806.0,97.9071428571442,386.75,3.950171445246899,24193.0,24091.5,101.5,1015.0,0.0041954284297111,2026-03-26 04:30:00,2026-03-26 08:02:00,2026-03,2026-03,7735.0,10,2026-03-26 04:30:00,2026-03-26 08:02:00,2026-03-26,2026-03-25,2030.0,1015.0,2030.0
SHORT,LONDON_CONTINUATION,MSS,A,PULLBACK_1M,24192.75,24290.657142857144,23806.0,24094.842857142856,23806.0,97.9071428571442,386.75,3.950171445246899,24193.0,24193.0,0.0,0.0,-0.0,2026-03-26 04:30:00,2026-03-26 09:47:00,2026-03,2026-03,7735.0,10,2026-03-26 04:30:00,2026-03-26 09:47:00,2026-03-26,2026-03-25,0.0,0.0,0.0
SHORT,NYAM_CONTINUATION,C2C3,A,PULLBACK_1M,24170.5,24248.848214285714,23806.0,24092.151785714286,23806.0,78.34821428571377,364.5,4.652307692307724,24171.25,24081.5,89.75,897.5,0.0037130888969333,2026-03-26 10:30:00,2026-03-26 10:54:00,2026-03,2026-03,7290.0,8,2026-03-26 10:30:00,2026-03-26 10:54:00,2026-03-26,2026-03-25,1436.0,897.5,1795.0
SHORT,NYAM_CONTINUATION,C2C3,A,PULLBACK_1M,24170.5,24248.848214285714,23806.0,24092.151785714286,23806.0,78.34821428571377,364.5,4.652307692307724,24171.25,23806.0,365.25,3652.5,0.0151109272379376,2026-03-26 10:30:00,2026-03-26 15:45:00,2026-03,2026-03,7290.0,8,2026-03-26 10:30:00,2026-03-26 15:45:00,2026-03-26,2026-03-25,5844.0,3652.5,7305.0
SHORT,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,23903.25,23930.0,23440.0,23880.0,23440.0,26.75,463.25,17.317757009345794,23903.5,23875.0,28.5,285.0,0.0011922940155207,2026-03-27 02:49:00,2026-03-27 03:24:00,2026-03,2026-03,9265.0,10,2026-03-27 02:49:00,2026-03-27 03:24:00,2026-03-27,2026-03-26,570.0,285.0,570.0
SHORT,LONDON_CONTINUATION,iFVG,A,PULLBACK_1M,23903.25,23930.0,23440.0,23880.0,23440.0,26.75,463.25,17.317757009345794,23903.5,23440.0,463.5,4635.0,0.0193904658313636,2026-03-27 02:49:00,2026-03-27 13:17:00,2026-03,2026-03,9265.0,10,2026-03-27 02:49:00,2026-03-27 13:17:00,2026-03-27,2026-03-26,9270.0,4635.0,9270.0
SHORT,NYPM_CONTINUATION,iFVG,B,PULLBACK_1M,23154.75,23195.46875,22961.5,23114.03125,22961.5,40.71875,193.25,4.745970836531082,23157.75,23113.0,44.75,447.5,0.0019323984411265,2026-03-30 14:29:00,2026-03-30 15:01:00,2026-03,2026-03,3865.0,4,2026-03-30 14:29:00,2026-03-30 15:01:00,2026-03-30,2026-03-29,358.0,447.5,895.0
SHORT,NYPM_CONTINUATION,iFVG,B,PULLBACK_1M,23154.75,23195.46875,22961.5,23114.03125,22961.5,40.71875,193.25,4.745970836531082,23157.75,23157.75,0.0,0.0,-0.0,2026-03-30 14:29:00,2026-03-30 15:55:00,2026-03,2026-03,3865.0,4,2026-03-30 14:29:00,2026-03-30 15:55:00,2026-03-30,2026-03-29,0.0,0.0,0.0
SHORT,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,23867.75,23945.31875,23235.0,23790.18125,23235.0,77.56874999999854,632.75,8.15727983240689,23875.0,23796.5,78.5,785.0,0.0032879581151832,2026-04-01 22:15:00,2026-04-02 00:54:00,2026-04,2026-04,12655.0,3,2026-04-01 22:15:00,2026-04-02 00:54:00,2026-04-02,2026-04-01,471.0,785.0,1570.0
SHORT,ASIA_CONTINUATION,iFVG,B,PULLBACK_1M,23867.75,23945.31875,23235.0,23790.18125,23235.0,77.56874999999854,632.75,8.15727983240689,23875.0,23875.0,0.0,0.0,-0.0,2026-04-01 22:15:00,2026-04-02 03:58:00,2026-04,2026-04,12655.0,3,2026-04-01 22:15:00,2026-04-02 03:58:00,2026-04-02,2026-04-01,0.0,0.0,0.0
LONG,ASIA_CONTINUATION,C2C3,B,PULLBACK_1M,24255.75,24213.470535714285,24452.25,24298.029464285715,24452.25,42.27946428571522,196.5,4.647646400439151,24256.25,24213.470535714285,-42.77946428571522,-427.7946428571522,-0.001763647071815,2026-04-06 02:51:00,2026-04-06 03:10:00,2026-04,2026-04,3930.0,3,2026-04-06 02:51:00,2026-04-06 03:10:00,2026-04-06,2026-04-05,-256.6767857142913,-427.7946428571522,-855.5892857143044
